,User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
2510,@connorgpt,Following,289,289,0.0,2
2513,@contentrewired,Following,398,397,-1.0,1
2515,@corixpartners,Following,2221,2221,0.0,4
2517,@correct___score,Following,57,245,188.0,4
2520,@cricket_fundas,Following,95,97,2.0,2
2522,@crime_inc1,Following,5,6,1.0,3
2524,@criptoverlord,Following,129,133,4.0,1
2526,@crypto_andy80,Following,393,395,2.0,3
2528,@cryptoalexreal,Following,85,85,0.0,2
2530,@cryptoates_,Following,583,601,18.0,6
2532,@cryptoceannews,Following,83,82,-1.0,1
2534,@cryptomazter,Following,429,439,10.0,1
2536,@cryptomosters,Following,3055,3068,13.0,5
2539,@cryptonews66,Following,2217,2332,115.0,8
2541,@ct_hindi,Following,388,389,1.0,1
2543,@cyb3rshi3ld,Following,495,503,8.0,3
2546,@cybertzar,Following,4571,4564,-7.0,1
2549,@dailyintake2023,Following,31,28,-3.0,2
2554,@darealprisonart,Following,3445,3440,-5.0,6
2556,@dariograbusic,Following,6274,6269,-5.0,2
2558,@dataclaudius,Following,3132,3143,11.0,4
2560,@dataquestindia,Following,336,335,-1.0,1
2562,@david_reitera,Following,733,732,-1.0,1
2564,@davidchiarelli,Following,3353,3384,31.0,6
2566,@daylonfc22,Following,589,590,1.0,2
2568,@dbcurren,Following,6648,6644,-4.0,3
2570,@dbl55555,Following,7360,7497,137.0,6
2572,@dcfairbank,Following,8992,9070,78.0,7
2574,@deBeaumontFndtn,Following,5676,5663,-13.0,1
2576,@deepblu,Following,1022,1033,11.0,3
2577,@deepgreendesign,Following,8733,8728,-5.0,7
2580,@degencassandra,Following,157,162,5.0,3
2582,@delphiwoman,Following,1985,1986,1.0,2
2584,@democratic2032,Following,4777,3960,-817.0,1
2586,@deshawnmarie,Following,6334,6338,4.0,6
2589,@designdelight24,Following,6288,6331,43.0,7
2591,@detous,Following,945,950,5.0,6
2593,@devaramkelawan4,Following,244,247,3.0,1
2595,@deveregroup,Following,9478,9470,-8.0,3
2597,@devinalluck,Following,13,19,6.0,1
2599,@dharmisthabaid,Following,1095,1098,3.0,2
2601,@diariesofjessie,Following,178,177,-1.0,1
2604,@digitalbimpe,Following,2750,2788,38.0,6
2606,@digitallynatur,Following,1667,1685,18.0,5
2608,@digitalnilesh,Following,3842,3860,18.0,6
2610,@digitfyi,Following,2804,2799,-5.0,3
2612,@dinardodp,Following,1557,1562,5.0,4
2614,@dinodogstar,Following,3281,3352,71.0,6
2616,@discerningdmain,Following,4883,4884,1.0,4
2618,@djsammyt0917,Following,1153,1155,2.0,1
2619,@dlhampton,Following,6942,6953,11.0,5
2622,@donf0615,Following,1007,1011,4.0,1
2624,@donghuiwangs,Following,225,226,1.0,3
2626,@dot_gallo,Following,830,852,22.0,1
2628,@doyaksec,Following,2011,2017,6.0,1
2630,@dpvils,Following,1012,1010,-2.0,1
2632,@dqc1985,Following,79,78,-1.0,1
2634,@dr_lisharents,Following,720,923,203.0,2
2636,@dr_robinmalloy,Following,85,88,3.0,2
2639,@drgattallah,Following,1932,2132,200.0,8
2641,@drishtiiaseng,Following,5,6,1.0,1
2644,@drn103,Following,1325,1327,2.0,7
2646,@dumblib1,Following,63,64,1.0,1
2648,@dusselilluzyon,Following,697,685,-12.0,1
2650,@dwdeeds,Following,2014,2015,1.0,4
2654,@echelon_omega,Following,74,81,7.0,5
2658,@edtech_direct,Following,4838,4822,-16.0,6
2661,@egirrrlie,Following,4922,4925,3.0,5
2663,@eickernews,Following,77,76,-1.0,1
2665,@ekansotpyrc,Following,177,199,22.0,5
2666,@elerianm,Following,1098,1100,2.0,1
2668,@elly_bar,Following,2017,2044,27.0,1
2670,@elmelegey,Following,966,964,-2.0,2
2672,@elonmustSKI,Following,129,142,13.0,5
2674,@elumos,Following,799,801,2.0,4
2677,@energies_mdpi,Following,3422,3416,-6.0,1
2679,@english_ritam,Following,11,16,5.0,1
2684,@episunagoge,Following,131,135,4.0,3
2686,@eric16_oates,Following,5100,5139,39.0,6
2689,@ericcoliu,Following,6,6,0.0,2
2692,@es83772,Following,289,288,-1.0,4
2695,@ewallacta,Following,7197,7216,19.0,5
2699,@eyalestrin,Following,701,689,-12.0,4
2701,@fabiolauria92,Following,782,781,-1.0,4
2702,@faizanlakhani,Following,3338,3346,8.0,1
2705,@fatima795460109,Following,99,106,7.0,4
2708,@ferozwala,Following,1916,1914,-2.0,2
2710,@filippomaria60,Following,6087,6174,87.0,6
2712,@financeweek101,Following,82,81,-1.0,4
2715,@financialit_net,Following,4337,4336,-1.0,1
2720,@fionapettit71,Following,6191,6228,37.0,7
2722,@fired4covid,Following,1790,1922,132.0,6
2725,@firehorse249791,Following,488,499,11.0,7
2726,@fitnessgirls20,Following,4470,4500,30.0,5
2728,@fjimenezmotte,Following,63,71,8.0,1
2730,@flhealthlee,Following,1362,1361,-1.0,1
2733,@fluteplay,Following,847,854,7.0,4
2735,@fnind,Following,396,398,2.0,2
2737,@footyshirtdeals,Following,4004,3994,-10.0,5
2739,@fortpapalia,Following,2874,2905,31.0,7
2740,@fpjindia,Following,801,806,5.0,4
2742,@frankshoves,Following,918,913,-5.0,4
2744,@frieswala,Following,138,152,14.0,5
2745,@fuelcellsworks,Following,4700,4695,-5.0,2
2747,@futuretrade_1,Following,232,283,51.0,5
2749,@fxinsider_,Following,270,86,-184.0,4
2751,@fynn_JourX,Following,2516,2508,-8.0,5
2753,@g_gzn,Following,141,134,-7.0,3
2755,@gaffney_freddie,Following,239,245,6.0,1
2757,@gaintrade31,Following,235,237,2.0,8
2759,@gaochuck197792,Following,14,12,-2.0,2
2761,@gaspworld,Following,402,403,1.0,1
2763,@gearshift100,Following,348,367,19.0,1
2766,@genxflamingo,Following,2424,2421,-3.0,2
2768,@geopsychiatry,Following,1291,1294,3.0,1
2772,@get_bik,Following,81,82,1.0,4
2774,@getmagicbox,Following,428,424,-4.0,1
2776,@ghassan_dabusi,Following,325,328,3.0,3
2779,@giga_labs,Following,1084,1083,-1.0,1
2781,@gillesbenoliel,Following,841,841,0.0,2
2783,@givegoodwood,Following,43,44,1.0,1
2786,@global_edtech,Following,2526,2521,-5.0,2
2788,@globaldotcom,Following,112,112,0.0,2
2791,@glykosymoritis,Following,195,197,2.0,1
2794,@goBetaverse,Following,59,60,1.0,1
2797,@goodvibe1771,Following,0,121,121.0,3
2799,@graceundissed,Following,1861,1866,5.0,4
2802,@greenurlifenow,Following,1817,1819,2.0,5
2804,@greeny08111958,Following,3527,3525,-2.0,5
2806,@guidaautonoma,Following,7669,7678,9.0,1
2808,@h4h5hhwdk9,Following,7368,7492,124.0,8
2810,@ha3mahdi,Following,1873,1885,12.0,1
2812,@hackinarticles,Following,445,452,7.0,2
2813,@hahussain,Following,2147,2157,10.0,5
2815,@hamel1776,Following,4570,4611,41.0,1
2817,@hanjangho76,Following,5689,5716,27.0,1
2820,@hbHI_chem,Following,750,749,-1.0,1
2822,@hcrubin2009,Following,907,909,2.0,5
2825,@healthovia,Following,80,108,28.0,1
2827,@heavyed65,Following,1655,0,-1655.0,7
2829,@hebrew_yisrael,Following,1504,1535,31.0,4
2831,@hekasia,Following,1367,1368,1.0,3
2833,@helloitsliam,Following,1749,1746,-3.0,3
2835,@herranen_jari,Following,2790,2794,4.0,1
2837,@hibahib25,Following,60,61,1.0,1
2840,@higherrisks,Following,186,204,18.0,6
2842,@holistichabits2,Following,1477,1470,-7.0,5
2844,@hondo750,Following,5183,5467,284.0,5
2847,@hsahly82,Following,46,55,9.0,1
2849,@hughdsullivan,Following,3509,3517,8.0,5
2851,@hussain_tarana,Following,5,4,-1.0,1
2853,@iPamba,Following,460,470,10.0,6
2855,@iPepetoshi,Following,27,29,2.0,2
2857,@iakashdigital,Following,1565,2280,715.0,6
2858,@iam_1stewart,Following,3001,3002,1.0,7
2860,@iamanjiiii,Following,6490,6636,146.0,7
2862,@iamnoahfranklin,Following,334,335,1.0,1
2863,@ib_tv_boxing,Following,849,848,-1.0,1
2865,@icantell10,Following,39,41,2.0,3
2870,@iiamguri9,Following,115,117,2.0,3
2874,@imperfect_llex,Following,159,165,6.0,4
2876,@inartfairNYK,Following,282,288,6.0,2
2878,@indexbox,Following,229,228,-1.0,1
2879,@indiacom,Following,951,952,1.0,1
2881,@indialensnews,Following,7,85,78.0,1
2883,@indianladraj,Following,42,52,10.0,3
2887,@indicanews1,Following,1848,1856,8.0,1
2889,@infinitemind36,Following,42,43,1.0,1
2894,@ioneras,Following,165,174,9.0,3
2896,@ipl_debate,Following,1228,1282,54.0,7
2898,@iramginboy,Following,295,301,6.0,3
2899,@irungoamarathon,Following,103,102,-1.0,1
2902,@itsme_krrishm,Following,1115,1114,-1.0,5
2904,@itz_sayan_03,Following,218,219,1.0,1
2905,@iuemag_com,Following,350,351,1.0,1
2908,@jacostadler,Following,372,375,3.0,1
2910,@jakeleged,Following,33,35,2.0,1
2912,@jakplay,Following,371,366,-5.0,4
2915,@jamesagustusm,Following,580,588,8.0,6
2917,@jameson_jo92340,Following,491,519,28.0,5
2919,@jamie_saris,Following,3471,3473,2.0,5
2920,@jblefevre60,Following,5874,5868,-6.0,6
2922,@jean_sweden,Following,292,302,10.0,4
2924,@jeremyhawkins99,Following,4326,4332,6.0,4
2926,@jethomme44,Following,263,264,1.0,1
2928,@jewishmcjewface,Following,3570,3562,-8.0,7
2930,@jivoicenow,Following,896,894,-2.0,2
2933,@joejaggi,Following,5109,5123,14.0,5
2935,@joesteele,Following,146,141,-5.0,2
2937,@johanabrahams2,Following,5745,5870,125.0,7
2940,@johndk7,Following,390,392,2.0,2
2942,@johndowe49,Following,663,656,-7.0,6
2943,@jon_snow_pt,Following,421,419,-2.0,1
2944,@jrsowash,Following,3099,3096,-3.0,2
2946,@julianawriter,Following,2056,2064,8.0,1
2948,@julien_pt,Following,521,520,-1.0,1
2950,@junisidro,Following,970,972,2.0,1
2953,@kArEn_Magnet_,Following,1435,1466,31.0,1
2954,@kamate_divya,Following,123,122,-1.0,1
2956,@kannbra,Following,2441,2469,28.0,5
2959,@kara_jim,Following,318,325,7.0,5
2961,@kardinal691,Following,4032,4067,35.0,1
2963,@kathy_prusak,Following,50,47,-3.0,2
2965,@kelly_archives,Following,1968,1966,-2.0,7
2968,@kimcliftrn,Following,3357,3372,15.0,1
2970,@kinolina,Following,5675,5679,4.0,4
2972,@kitreal4all,Following,203,208,5.0,1
2974,@kjvcards,Following,11,9,-2.0,1
2975,@kkbrando,Following,8972,8959,-13.0,5
2978,@knight_8,Following,513,514,1.0,3
2980,@knnindia,Following,743,742,-1.0,1
2982,@kobonwa,Following,129,134,5.0,1
2984,@komey_t,Following,71,72,1.0,1
2986,@kouk_nadene,Following,727,737,10.0,5
2989,@kozkyle21,Following,470,268,-202.0,1
2991,@kristinaEBP,Following,2064,2065,1.0,5
2993,@kttk2345678,Following,262,341,79.0,6
2994,@kubzAKAglazek,Following,36,37,1.0,1
2996,@l_torinsky,Following,99,97,-2.0,2
2998,@labor_against,Following,3123,3126,3.0,5
3001,@ladylogic38,Following,14,13,-1.0,1
3002,@laignel_pierre,Following,25,27,2.0,1
3004,@lamarlofton,Following,2179,2182,3.0,1
3006,@latestly,Following,844,843,-1.0,3
3008,@lawhauz,Following,69,78,9.0,1
3010,@lbellegib,Following,2291,2284,-7.0,7
3013,@leftzalwaysrite,Following,193,190,-3.0,4
3016,@lif_community,Following,24,28,4.0,3
3018,@lifenotlabs,Following,2538,2543,5.0,1
3020,@lisaisme85,Following,3620,3622,2.0,4
3024,@littlejoe616,Following,1515,3813,2298.0,8
3026,@liwaiwaicom,Following,401,407,6.0,1
3029,@lizmoneyweb,Following,3353,3576,223.0,6
3031,@lockandloadbet,Following,2380,2653,273.0,6
3035,@lovemoz1,Following,5917,5950,33.0,4
3037,@luanitameza,Following,149,143,-6.0,4
3039,@lucasverdan,Following,1429,1427,-2.0,2
3041,@lucyveepee,Following,3982,3989,7.0,1
3043,@luluonti,Following,378,379,1.0,3
3046,@maddymant,Following,1874,1884,10.0,4
3048,@madmaxtr,Following,2735,2632,-103.0,5
3050,@maggini_19,Following,2084,2096,12.0,4
3052,@malagaADS,Following,54,53,-1.0,1
3054,@manish0201cs,Following,199,199,0.0,2
3056,@marillion13,Following,4452,4454,2.0,4
3058,@mark_melbin,Following,5630,5678,48.0,6
3062,@marketingaiart,Following,4855,4871,16.0,4
3063,@marketsday,Following,44,0,-44.0,3
3065,@marko_hinz,Following,507,537,30.0,4
3067,@marwabs1,Following,116,118,2.0,1
3069,@masa2_3,Following,392,393,1.0,1
3071,@masoudteranzit,Following,336,364,28.0,1
3074,@match1uk,Following,223,224,1.0,3
3075,@mathrubhumieng,Following,851,849,-2.0,2
3077,@mcleod,Following,9308,9305,-3.0,6
3079,@medwiki_inc,Following,161,163,2.0,3
3081,@memethatmachine,Following,415,413,-2.0,3
3083,@metalbiker73,Following,262,375,113.0,1
3085,@mfrakes55,Following,6587,6781,194.0,6
3088,@michaelEdw24186,Following,104,62,-42.0,5
3090,@michaelmesser60,Following,0,581,581.0,5
3092,@micheal_expert_,Following,3277,3270,-7.0,6
3094,@middaygujarati,Following,237,246,9.0,1
3096,@mikenov,Following,1973,2010,37.0,4
3098,@mindfulanee,Following,6,7,1.0,1
3102,@mithialdj,Following,529,528,-1.0,2
3105,@mitre_matos,Following,4967,4821,-146.0,5
3108,@mlurvink12,Following,4770,4771,1.0,4
3110,@mohamme43370656,Following,931,926,-5.0,3
3112,@mohan_epcworld,Following,262,261,-1.0,1
3114,@moneycontrolcom,Following,271,271,0.0,2
3117,@moneyisbusiness,Following,48,59,11.0,4
3120,@moonman_outloud,Following,981,991,10.0,4
3122,@mopargal1969,Following,441,442,1.0,1
3125,@mprice0017,Following,6303,6292,-11.0,5
3128,@mr_isaacs_math,Following,3733,3740,7.0,1
3131,@msangel0529,Following,752,755,3.0,1
3133,@msv430,Following,2959,3036,77.0,1
3135,@muelerolibre,Following,60,54,-6.0,1
3137,@mugambi_evan,Following,723,886,163.0,8
3138,@murphytravels,Following,1426,1435,9.0,4
3141,@mustfituk1969,Following,109,110,1.0,1
3143,@my2centworth,Following,1504,1510,6.0,3
3146,@mytriptoblog,Following,2012,2012,0.0,2
3148,@mzuhossain1,Following,1747,1756,9.0,5
3150,@nadeemtanoli11,Following,3972,3994,22.0,5
3152,@nail1964,Following,1238,1305,67.0,7
3154,@natlawreview,Following,3451,3449,-2.0,1
3158,@nejatdemir17955,Following,638,402,-236.0,8
3160,@neojimcrowart,Following,675,673,-2.0,2
3162,@newsfile_corp,Following,1402,1400,-2.0,2
3165,@newstruthliz,Following,451,450,-1.0,1
3167,@neymarsu05,Following,119,115,-4.0,3
3168,@nhpcltd,Following,344,343,-1.0,1
3170,@nicolasangelo3,Following,575,570,-5.0,5
3172,@nikacristiani,Following,1762,1761,-1.0,1
3173,@nippon_en,Following,2029,2028,-1.0,3
3175,@nnachshon,Following,134,135,1.0,1
3177,@no1_doctor,Following,2125,2123,-2.0,4
3180,@nrachabathuni,Following,42,45,3.0,1
3182,@ntnhu0811,Following,51,50,-1.0,1
3184,@ntqrt,Following,613,631,18.0,8
3187,@obrandoncollins,Following,613,628,15.0,5
3190,@of_books59328,Following,349,426,77.0,5
3192,@offensive_guru,Following,16,30,14.0,1
3194,@omidpanahi_,Following,1363,1361,-2.0,2
3196,@onco404,Following,581,682,101.0,6
3198,@oncodaily,Following,7370,7353,-17.0,3
3201,@onemillitrade,Following,7,10,3.0,2
3203,@oneprague,Following,1068,1068,0.0,2
3205,@onlyonejaevonn,Following,220,220,0.0,2
3210,@orfonline,Following,157,158,1.0,1
3212,@oskaandme,Following,3094,3127,33.0,1
3214,@osphcda,Following,11,13,2.0,2
3216,@palmitis,Following,200,204,4.0,3
3219,@parvez1,Following,4926,4927,1.0,3
3221,@pathacala7699,Following,55,57,2.0,2
3223,@paulinepark,Following,2762,2768,6.0,4
3226,@pdjmoo,Following,4107,4111,4.0,4
3228,@pearl776655,Following,251,251,0.0,4
3231,@peterpatti,Following,3691,3717,26.0,7
3233,@phillipsoninst,Following,3105,3345,240.0,8
3235,@picks_joy,Following,7499,7503,4.0,7
3237,@pjfred60,Following,1041,1051,10.0,5
3239,@pjmauro,Following,5006,4991,-15.0,2
3241,@plaidystumtaf,Following,802,810,8.0,5
3244,@poh_degenx,Following,105,104,-1.0,2
3246,@politicalnewsnw,Following,44,151,107.0,1
3248,@poordad00,Following,1588,1608,20.0,6
3249,@predict_addict,Following,4790,4831,41.0,5
3256,@proctorio,Following,1343,1342,-1.0,1
3258,@project_polis,Following,1712,1719,7.0,6
3262,@psuconnect,Following,560,560,0.0,2
3264,@pubhealthaction,Following,230,336,106.0,5
3267,@quinho_00,Following,817,844,27.0,1
3270,@rachelgregoryms,Following,153,152,-1.0,1
3272,@radfax,Following,889,890,1.0,1
3274,@raesmithpeart,Following,1565,1563,-2.0,1
3276,@rahat44044,Following,3485,3511,26.0,1
3278,@rajjib,Following,2767,2769,2.0,3
3280,@rakubundo,Following,2287,2274,-13.0,4
3283,@randsco,Following,543,538,-5.0,3
3285,@ranttilwecant,Following,1236,1232,-4.0,7
3287,@rareinfinitive,Following,90,119,29.0,6
3289,@rateitgreen,Following,3350,3347,-3.0,3
3292,@rawdeal7777777,Following,2029,2042,13.0,7
3294,@raylabian,Following,466,462,-4.0,3
3296,@rblais489338,Following,513,562,49.0,8
3298,@reallive3tv,Following,827,829,2.0,1
3300,@realskyfreejr,Following,5022,5008,-14.0,1
3303,@realtalktruthD,Following,6746,6786,40.0,7
3305,@recoverythreata,Following,30,31,1.0,3
3307,@redhotcyber,Following,717,718,1.0,1
3309,@relaitool,Following,93,96,3.0,2
3312,@relegoai,Following,683,691,8.0,1
3315,@remiforce,Following,3128,3126,-2.0,3
3319,@rickferdig,Following,225,224,-1.0,1
3321,@rkmaurya_ra,Following,60,61,1.0,1
3324,@rodtrent,Following,2373,2374,1.0,3
3326,@rpujolvives,Following,1637,1634,-3.0,3
3330,@rymondIncKenya,Following,573,579,6.0,5
3332,@s_kampakis,Following,2178,2181,3.0,1
3333,@saifullah2sha,Following,10,9,-1.0,1
3335,@saifullahtaj,Following,834,880,46.0,6
3337,@salassa_t,Following,82,83,1.0,1
3339,@salmasayedsaad,Following,139,135,-4.0,4
3341,@saltcontrol,Following,1908,1907,-1.0,1
3343,@samanos_K,Following,954,956,2.0,1
3344,@sandeshnews,Following,7,6,-1.0,1
3346,@sandraAFRL,Following,271,268,-3.0,3
3349,@sandrinorusso74,Following,1731,2324,593.0,8
3351,@sapo_lover,Following,23,23,0.0,3
3353,@sara_kohls,Following,111,112,1.0,1
3355,@satyamanthan_in,Following,127,129,2.0,1
3356,@satyamrai870,Following,1,8,7.0,1
3357,@saxshanti1,Following,164,166,2.0,1
3360,@sdlizlifestyle,Following,3185,3181,-4.0,4
3363,@seangraf,Following,3984,3994,10.0,5
3366,@sedwardxx,Following,5111,5121,10.0,4
3368,@shadowstepdj,Following,105,62,-43.0,1
3370,@shagittarian,Following,41,42,1.0,1
3372,@shahed29643,Following,53,240,187.0,3
3374,@shanobido47,Following,149,150,1.0,1
3377,@sharonsizelove,Following,2673,2676,3.0,5
3380,@shebaaid,Following,7,10,3.0,1
3382,@shelia_hunt,Following,1421,1422,1.0,1
3385,@shre_yaa__,Following,2,8,6.0,1
3387,@sightmagazine,Following,1470,1468,-2.0,3
3391,@sippingrizzly,Following,443,446,3.0,2
3393,@skillexchange_x,Following,412,411,-1.0,5
3395,@sktthemes,Following,124,123,-1.0,1
3396,@skworldfootball,Following,171,173,2.0,1
3398,@skysurfer75,Following,677,677,0.0,2
3399,@smartinmot2014,Following,828,827,-1.0,1
3401,@sn00pdad,Following,238,240,2.0,2
3403,@sn_capital,Following,50,26,-24.0,3
3405,@snaprecruit,Following,6162,6161,-1.0,1
3407,@solodenkij,Following,2631,2633,2.0,4
3408,@soni98248371,Following,511,516,5.0,5
3410,@soyyomisma44,Following,633,634,1.0,5
3412,@spappasa,Following,605,647,42.0,1
3414,@spookeycookz,Following,586,588,2.0,1
3416,@ssasaki07082,Following,6301,6302,1.0,8
3419,@startup_pragati,Following,178,177,-1.0,1
3422,@stephen_tweets4,Following,563,564,1.0,1
3424,@stoc_z,Following,66,67,1.0,1
3429,@storj,Following,4032,4030,-2.0,1
3432,@suestroud,Following,8104,8139,35.0,6
3434,@suhi105,Following,1788,1789,1.0,1
3436,@super_spreaders,Following,1298,1297,-1.0,5
3438,@sure_saving,Following,118,125,7.0,7
3441,@swaroopesd,Following,1763,1779,16.0,3
3443,@t3rraco,Following,6,42,36.0,7
3445,@tailinaros,Following,408,407,-1.0,2
3448,@talk2_God,Following,38,40,2.0,1
3451,@taypeinternat,Following,3599,3595,-4.0,6
3454,@tcjposts,Following,207,94,-113.0,1
3457,@tech4educate,Following,473,472,-1.0,1
3460,@techday,Following,429,540,111.0,1
3462,@techday_au,Following,2612,2841,229.0,5
3464,@techday_uk,Following,1315,1504,189.0,3
3467,@tek_nikel54,Following,639,637,-2.0,1
3470,@terry_legg,Following,2635,2631,-4.0,5
3472,@tfiscollins,Following,702,709,7.0,5
3474,@the505sw,Following,5254,5246,-8.0,5
3475,@theSundaily,Following,400,399,-1.0,1
3477,@the_newsmen,Following,752,750,-2.0,1
3478,@thebetterindia,Following,4424,4420,-4.0,4
3482,@theeyessource,Following,523,529,6.0,2
3485,@thehonourablesc,Following,1159,1156,-3.0,5
3487,@thejesus3,Following,135,125,-10.0,6
3489,@thenewsdrum,Following,191,190,-1.0,1
3491,@thenewslinker,Following,57,58,1.0,1
3493,@thetradinggoal,Following,37,38,1.0,1
3494,@thevoicetruth1,Following,4652,4756,104.0,7
3496,@thewild_news,Following,0,28,28.0,2
3498,@thinkers360,Following,6522,6519,-3.0,6
3500,@threepeats,Following,1309,1304,-5.0,3
3502,@thriveinedu,Following,1299,1301,2.0,4
3505,@thrivelabsAI,Following,171,170,-1.0,1
3507,@ththighland,Following,3138,3132,-6.0,4
3508,@timesofindia,Following,154,157,3.0,2
3511,@timethief,Following,2303,2375,72.0,6
3513,@timothy_curtis_,Following,1223,1210,-13.0,1
3515,@timsstocklists,Following,1794,1806,12.0,6
3517,@tmccull603,Following,4578,4578,0.0,4
3519,@to10186,Following,162,168,6.0,4
3521,@tombarr26816936,Following,433,435,2.0,1
3524,@trade_2022,Following,1505,1505,0.0,2
3526,@tre_tuoi52961,Following,5361,6878,1517.0,1
3528,@trendingfeeds38,Following,161,162,1.0,1
3529,@tribunephl,Following,378,379,1.0,1
3531,@truthcrimefan,Following,1588,1593,5.0,1
3532,@ttindia,Following,191,192,1.0,1
3534,@tultican,Following,7420,7424,4.0,8
3535,@tut_ml,Following,170,169,-1.0,1
3536,@tv3_ghana,Following,114,112,-2.0,2
3537,@tv9gujarati,Following,66,65,-1.0,1
3541,@twisted_eagle,Following,985,988,3.0,3
3543,@twittest456,Following,2317,2300,-17.0,7
3545,@tykane08,Following,441,457,16.0,3
3548,@ub2bad2,Following,854,865,11.0,4
3549,@udao_official,Following,385,387,2.0,1
3555,@unoankh,Following,4985,4995,10.0,4
3559,@uselinkinv,Following,85,83,-2.0,1
3562,@vGazza,Following,2561,2558,-3.0,4
3564,@valentin10,Following,6480,6524,44.0,6
3566,@vallumsoftware,Following,432,431,-1.0,1
3567,@valuewalk,Following,3012,3010,-2.0,3
3569,@varindiamag,Following,1152,1148,-4.0,1
3570,@varmajeevan,Following,48,47,-1.0,1
3573,@vartha24,Following,0,424,424.0,5
3575,@vbancob,Following,153,148,-5.0,3
3578,@vessieg,Following,486,487,1.0,2
3580,@vigorous1776,Following,4028,4023,-5.0,5
3583,@viralposts2323,Following,2556,5477,2921.0,6
3587,@voicethread,Following,5289,5278,-11.0,6
3589,@vpsbenchmarks,Following,165,166,1.0,1
3591,@wackymoe,Following,7330,7327,-3.0,4
3593,@wacohealthdept,Following,1438,1438,0.0,2
3595,@waelhammoudeh,Following,482,491,9.0,4
3597,@washington_EY,Following,33,41,8.0,1
3599,@watcher_iam,Following,163,226,63.0,1
3601,@watermelonhye,Following,561,595,34.0,7
3603,@wdrohrer,Following,2553,2570,17.0,1
3605,@wealth0m,Following,1367,0,-1367.0,3
3607,@were_first,Following,3156,3172,16.0,8
3609,@wheresmykeeper,Following,3882,3881,-1.0,5
3612,@wijden_elf,Following,608,623,15.0,1
3614,@wildlife_ranger,Following,4715,4711,-4.0,5
3616,@windowintlpod,Following,729,731,2.0,2
3618,@winelover64,Following,5581,5595,14.0,5
3621,@wkrauss687,Following,5417,5458,41.0,7
3623,@wlh9523,Following,114,113,-1.0,1
3625,@wlwLeoanzu,Following,346,355,9.0,1
3627,@wonderartsy,Following,1287,1297,10.0,6
3632,@xcware,Following,6,102,96.0,2
3634,@xiiUzx,Following,1963,1800,-163.0,1
3637,@xntrix2022,Following,3092,3151,59.0,6
3640,@xx_minds,Following,1,4,3.0,1
3642,@yakoob_ben,Following,473,472,-1.0,1
3643,@yangpten,Following,733,735,2.0,2
3644,@yedi24yanki,Following,73,74,1.0,1
3646,@ymaadotcom,Following,687,685,-2.0,2
3648,@yo_muphasa,Following,276,296,20.0,3
3650,@yogastephy,Following,702,717,15.0,6
3654,@yourworstnemywi,Following,597,599,2.0,3
3657,@yvrdoran,Following,4327,4343,16.0,1
3660,@zismo64,Following,6347,6339,-8.0,6
3663,@zxce6718,Following,337,353,16.0,1
