User_ID,Changed Field,Initial Value,Final Value,Delta,Number of Changes
@InfoSiftWeekly,Followers,610,638,28.0,7
@InfoSiftWeekly,Following,1465,1463,-2.0,7
@Innovfoodtech,Followers,1607,1616,9.0,6
@Innovfoodtech,Following,3130,3127,-3.0,3
@InsideDashboard,Followers,849,1073,224.0,8
@InsideDashboard,Following,290,304,14.0,7
@InsiderForms,Followers,3863,3867,4.0,1
@InsiderForms,Following,19,7,-12.0,1
@InsightAtNite,Followers,872,877,5.0,1
@InsightAtNite,Following,588,592,4.0,1
@InsulateUkraine,Followers,99,105,6.0,4
@IntegralAnswers,Followers,5360,5567,207.0,7
@IntegralAnswers,Following,5384,5429,45.0,7
@IntuCloud,Followers,12,16,4.0,1
@InvariantPersp1,Followers,5663,5675,12.0,7
@InvariantPersp1,Following,6509,6518,9.0,7
@InvestYaar123,Followers,124,140,16.0,1
@InvestYaar123,Following,772,900,128.0,1
@IowaMutt76,Followers,369,365,-4.0,6
@IowaMutt76,Following,144,143,-1.0,1
@IraAnisimova1,Followers,443,444,1.0,5
@IraAnisimova1,Following,1005,1003,-2.0,5
@Ironhorse345292,Followers,719,714,-5.0,7
@Ironhorse345292,Following,1025,1024,-1.0,6
@IsraelAdedigba1,Followers,1546,1556,10.0,2
@IsraelAdedigba1,Following,541,540,-1.0,2
@IsraelLatest,Followers,282,291,9.0,3
@IsraelLatest,Following,2689,2667,-22.0,7
@ItsJessicaYT,Followers,165,169,4.0,1
@ItsJessicaYT,Following,105,106,1.0,1
@IvarTangen,Followers,1412,1424,12.0,7
@IvarTangen,Following,2563,2579,16.0,6
@JFurse_Training,Followers,11,12,1.0,1
@JFurse_Training,Following,24,25,1.0,1
@JIsaias_Noah,Followers,33,34,1.0,1
@JJFHypothesis,Followers,47,45,-2.0,1
@JLBroomes,Followers,350,345,-5.0,6
@JLBroomes,Following,207,211,4.0,2
@JMHUSTLE,Followers,589,610,21.0,1
@JOE_BYNES_,Followers,2472,2458,-14.0,1
@JOE_BYNES_,Following,29,35,6.0,1
@JOKNS1TW,Bio,"IT系Webメディア ジャンクお宝鑑定団の本アカ/ 
@UstToday
 の裏方/エイスース部所属 
@Abu_ASUSJP
‖ エンジョイ勢 ※顔出し＆声出し‖ 
@worldcoinfnd
 World ID正保有者(2024/10～)‖ ※つぶやきは個人の見解  自己紹介はリンクにあります","IT系Webメディア ジャンクお宝鑑定団の本アカ/ 
@UstToday
 の裏方/エイスース部所属 
@Abu_ASUSJP
‖ エンジョイ勢 ※顔出し＆声出し‖ ※つぶやきは個人の見解  自己紹介はリンクにあります",-40.0,1
@JOKNS1TW,Followers,1700,1703,3.0,5
@JOKNS1TW,Following,4365,4376,11.0,7
@JOLY__RENAUD,Bio,"COACH MUSCULATION
 SPONSORS FITADIUM 
 10% de réduction code FITARENAUD","SPONSORS FITADIUM 
 10% de réduction code FITARENAUD",-19.0,1
@JOLY__RENAUD,Followers,30,36,6.0,1
@JONDONI_CRYPTO,Followers,1205,1356,151.0,8
@JONDONI_CRYPTO,Following,1954,2139,185.0,9
@JackAVDL,Followers,20,25,5.0,3
@JackFromHollis,Followers,694,853,159.0,6
@JackFromHollis,Following,249,256,7.0,5
@JackPolakoff,Followers,6612,6654,42.0,6
@JackPolakoff,Following,5855,5854,-1.0,4
@JacksonMit1995,Followers,182,188,6.0,1
@JacksonMit1995,Following,473,468,-5.0,1
@JadiesEssential,Followers,975,982,7.0,5
@JadiesEssential,Following,1506,1508,2.0,3
@Janky_Thoughts,Followers,32,31,-1.0,1
@Janky_Thoughts,Following,23,24,1.0,1
@Jarvy55,Followers,8823,8843,20.0,1
@JediOliver08,Followers,93,90,-3.0,2
@JediOliver08,Following,677,681,4.0,3
@JeffBensonIOWA,Bio,"Iowa Prep Illustrated: Midwest Sports, Tweets For The Ultimate Fans. Informative News & Scoreboards #GoPackGo #MNTwins #BringTheNice  #NHLJets Romans 8:38-39","Iowa Prep Illustrated: Midwest Sports, Tweets For The Ultimate Fans. Informative News & Scoreboards #GoPackGo #MNTwins #Timberwolves #NHLJets Romans 8:38-39",-1.0,1
@JeffBensonIOWA,Followers,686,684,-2.0,7
@JeffBensonIOWA,Following,441,467,26.0,6
@JeremyWasurick,Followers,1102,1103,1.0,3
@JeremyWasurick,Following,657,657,0.0,2
@JerryHicksUnite,Following,9632,9609,-23.0,1
@JerryTommy34417,Followers,71,138,67.0,6
@JerryTommy34417,Following,129,241,112.0,5
@JesseParris5280,Followers,327,332,5.0,5
@JesseParris5280,Following,611,619,8.0,4
@Jiayuan_Carbon,Followers,29,34,5.0,1
@Jillrocksyou1,Followers,63,62,-1.0,1
@JimBennettNL,Followers,2276,2270,-6.0,1
@JimBennettNL,Following,1677,1674,-3.0,1
@JimWilDemocrat,Followers,8758,8797,39.0,1
@JimWilDemocrat,Following,9543,9539,-4.0,1
@JimWilDemocrat2,Followers,2840,2846,6.0,6
@JimWilDemocrat2,Following,3940,3932,-8.0,6
@Jim_Johnson_SC,Followers,263,266,3.0,1
@Jim_Johnson_SC,Following,1019,1017,-2.0,1
@JinJooWon,Bio,진주원 원장 공식  #Crypto #XRP #BTC #News  #AI #Artist & #NFT #Creator #AIArt Digital Assets | #Kpop Trends & Healing Vibes | #XCryptoNews | No financial advice,진주원 원장 공식 #NFT & #XCryptoNews Creator#미국경제뉴스 · 글로벌 트렌드 | #Crypto #Bitcoin #TSLA #NVDA Web3 News 암호화폐 #비트코인 | #일본어 & #KPOP 마인드셋 감성 교육  #Mindset EBookDYOR,-1.0,6
@JocelynAvon,Followers,48,46,-2.0,1
@Joeanthony_nyc,Followers,602,608,6.0,7
@Joeanthony_nyc,Following,438,439,1.0,2
@JohnClke,Following,8259,8264,5.0,1
@JonathanKine,Followers,1389,1460,71.0,7
@JonathanKine,Following,4651,4668,17.0,6
@Jordiball,Followers,114,118,4.0,3
@Jordiball,Following,537,537,0.0,3
@JosephPilates1,Followers,1914,1914,0.0,7
@JosephPilates1,Following,3320,3322,2.0,4
@JoyRichrez09,Followers,196,206,10.0,7
@JoyRichrez09,Following,960,1083,123.0,7
@JozefStefanides,Followers,340,338,-2.0,7
@JozefStefanides,Following,76,72,-4.0,5
@JudithJerusalem,Followers,17,16,-1.0,1
@JulersRouge,Followers,122,126,4.0,1
@JulianSchultz0,Followers,87,88,1.0,3
@JulianSchultz0,Following,181,153,-28.0,3
@JulienceUS,Bio,"Julience | Indie artist from Manchester, born in the Netherlands. Rock with a heavy guitar edge.  http://julience.com
Pls Pre-Save Highway Maintenance","Julience | Indie artist from Manchester, born in the Netherlands. Rock with a heavy guitar edge.  http://julience.com",-33.0,1
@Julietteelo,Followers,2097,2111,14.0,5
@Julietteelo,Following,1,0,-1.0,5
@Justin_smith761,Followers,97,111,14.0,5
@Justin_smith761,Following,743,1073,330.0,5
@K12Pros,Followers,126,225,99.0,1
@K12Pros,Following,179,182,3.0,1
@K12Prospects,Followers,2322,2321,-1.0,6
@K12Prospects,Following,4642,4637,-5.0,2
@K13News,Followers,1199,1245,46.0,5
@K13News,Following,130,130,0.0,2
@K1806L,Followers,90,89,-1.0,5
@K1806L,Following,179,182,3.0,2
@KKTCbetofficial,Followers,1343,1344,1.0,8
@KLHM2010,Followers,467,470,3.0,3
@KLHM2010,Following,486,487,1.0,3
@KLainey_Noah,Followers,59,59,0.0,2
@KRCR7,Following,763,762,-1.0,1
@KSPRABHUDEVA7,Followers,72,73,1.0,6
@KSPRABHUDEVA7,Following,13,12,-1.0,1
@KWSnet,Followers,691,686,-5.0,6
@KWSnet,Following,5237,5240,3.0,5
@KablawiA,Followers,868,875,7.0,7
@KablawiA,Following,4880,4879,-1.0,6
@KaliKamlesh,Followers,73,75,2.0,5
@KaliKamlesh,Following,210,213,3.0,5
@KarasKrystal,Followers,1300,1319,19.0,6
@KarasKrystal,Following,3375,3434,59.0,8
@Karen_Israeli,Followers,2984,3036,52.0,6
@Karen_Israeli,Following,1579,1606,27.0,5
@Karim_Akramovic,Followers,2117,2303,186.0,6
@Karim_Akramovic,Following,1771,1818,47.0,6
@KasamKhalid,Followers,213,216,3.0,3
@KasamKhalid,Following,1199,1201,2.0,1
@KashyLocks,Bio,Just an profitable sports bettor tryna make a name for myself |Free Daily Plays| POTD Record:116-52 Join the Dubclub for more locks,Just an profitable sports bettor tryna make a name for myself |Free Daily Plays| POTD Record:134- 59| Join the Dubclub for more locks,2.0,1
@KashyLocks,Followers,3733,4316,583.0,1
@KashyLocks,Following,216,229,13.0,1
@Kataeb_Eng,Following,917,919,2.0,1
@Kathlee10634098,Followers,519,514,-5.0,7
@Kathlee10634098,Following,350,355,5.0,2
@KathrynJane805,Followers,3012,3046,34.0,1
@KathrynJane805,Following,3493,2435,-1058.0,1
@KeatyListings,Followers,68,69,1.0,1
@Kedvins_home,Followers,252,269,17.0,3
@KeithAB13,Followers,92,100,8.0,6
@KeithAB13,Following,546,560,14.0,5
@KellyDem4Life,Followers,2398,2447,49.0,7
@KellyDem4Life,Following,3036,3067,31.0,6
@KelvinDurcan,Followers,38,41,3.0,4
@KelvinDurcan,Following,92,92,0.0,2
@KendallHarmon6,Followers,2631,2658,27.0,7
@KendallHarmon6,Following,5172,5208,36.0,8
@KenslowMatthew,Followers,1046,1060,14.0,5
@KenslowMatthew,Following,2924,2955,31.0,5
@Kerrplunks,Followers,368,373,5.0,5
@Kerrplunks,Following,659,660,1.0,1
@KhaldMw10,Followers,259,388,129.0,1
@KhaldMw10,Following,1005,1141,136.0,1
@Kingbel38572765,Bio,I SUPPORT ELON MUSKI’m a Republican! Trump fucked up  millions of people’s retirement ira etc! I will never vote republican again! IDC What Happens!,UFC PICKS! ))I SUPPORT ELON MUSKI’m a Republican! Trump fucked up millions of people’s retirement ira etc! I will never vote republican again! IDC What Happens!,12.0,1
@Kingbel38572765,Followers,70,75,5.0,5
@Kingbel38572765,Following,78,80,2.0,2
@KisanofIndia,Followers,2812,2867,55.0,5
@KisanofIndia,Following,645,644,-1.0,1
@Kitronik,Followers,7893,7858,-35.0,5
@Kitronik,Following,2676,2672,-4.0,5
@KivuYouth_243,Followers,238,298,60.0,6
@KivuYouth_243,Following,140,143,3.0,1
@Klompzz,Followers,583,580,-3.0,3
@Klompzz,Following,1338,1345,7.0,5
@KmKm99770572,Followers,603,624,21.0,1
@KmKm99770572,Following,1422,1428,6.0,1
@KnotSimple,Followers,6889,6963,74.0,7
@KnotSimple,Following,5721,5751,30.0,6
@KnowtionHealth,Followers,141,143,2.0,1
@Kostian_V,Followers,5914,5903,-11.0,1
@Kostian_V,Following,4750,4748,-2.0,1
@Kroon125,Followers,764,766,2.0,4
@Kroon125,Following,287,290,3.0,4
@LAWRTW,Followers,2581,2578,-3.0,1
@LAWRTW,Following,2952,2950,-2.0,1
@LEA_Watch,Followers,23,67,44.0,5
@LEA_Watch,Following,64,73,9.0,1
@LIAIRL,Followers,1478,1477,-1.0,1
@LIAIRL,Following,661,659,-2.0,1
@LINDAKMILLS1,Followers,388,389,1.0,3
@LINDAKMILLS1,Following,420,420,0.0,2
@LORD_ETOX,Followers,552,526,-26.0,5
@LORD_ETOX,Following,822,833,11.0,4
@LakersShrine,Followers,381,382,1.0,3
@Lakshutwits,Followers,523,533,10.0,1
@LamaSuryaDas,Following,1414,1416,2.0,2
@LamarSees,Followers,425,438,13.0,6
@LamarSees,Following,979,983,4.0,5
@LamisK,Followers,3796,3872,76.0,6
@LamisK,Following,5347,5410,63.0,6
@Lance63,Followers,4381,4361,-20.0,5
@Lance63,Following,2781,2785,4.0,5
@LandDInstitute,Followers,2346,2340,-6.0,3
@LandDInstitute,Following,937,936,-1.0,1
@LanguageAngels_,Followers,1662,1668,6.0,5
@LanguageAngels_,Following,1366,1368,2.0,4
@LatheTim,Followers,213,215,2.0,1
@LatheTim,Following,299,302,3.0,1
@LauraPh222,Followers,1651,1661,10.0,1
@LauraPh222,Following,1665,1663,-2.0,1
@LaurenPeter01,Followers,60,60,0.0,4
@LaurenPeter01,Following,169,165,-4.0,3
@LeedsNews,Following,413,411,-2.0,2
@Left_Indy,Followers,1942,2028,86.0,7
@Left_Indy,Following,1451,1458,7.0,8
@LeifJoh23236455,Followers,147,162,15.0,1
@LeifJoh23236455,Following,53,56,3.0,1
@LeonWilliamsCon,Followers,345,348,3.0,2
@LeonieGreene,Followers,4663,4691,28.0,6
@LeonieGreene,Following,6070,6194,124.0,6
@LexCorporation,Followers,2411,2417,6.0,1
@LexCorporation,Following,722,725,3.0,1
@Lille_2k06,Followers,229,234,5.0,1
@Lille_2k06,Following,220,225,5.0,1
@LiqueXavier,Followers,295,304,9.0,6
@LiqueXavier,Following,835,836,1.0,4
@Lisa_G_Media,Followers,1178,1179,1.0,7
@Lisa_G_Media,Following,900,904,4.0,3
@Lms_Solution,Followers,83,85,2.0,2
@LoaferTolboll,Followers,2281,2275,-6.0,5
@Loganrecoveryy,Followers,1342,1289,-53.0,8
@Loganrecoveryy,Following,753,745,-8.0,8
@LogicalIndians,Following,2060,2057,-3.0,1
@LokMarg,Followers,1587,1582,-5.0,1
@LokMarg,Following,690,696,6.0,1
@LondonFootballs,Followers,433,442,9.0,5
@LondonFootballs,Following,78,79,1.0,1
@LosMejor_Real,Followers,1361,1361,0.0,6
@LosMejor_Real,Following,812,812,0.0,2
@Louisianaturd,Followers,116,235,119.0,6
@Louisianaturd,Following,945,1365,420.0,6
@LovinBeirut,Followers,218,226,8.0,7
@LovingMY_Aniya,Followers,460,457,-3.0,5
@Lucas_ray_R,Followers,716,716,0.0,7
@Lucas_ray_R,Following,63,63,0.0,4
@Lucid_Financial,Followers,630,553,-77.0,6
@LuisFRocaPerez,Followers,798,803,5.0,1
@Luxjewely,Followers,279,378,99.0,7
@MAEVEJOY63,Followers,2620,2708,88.0,1
@MAEVEJOY63,Following,6512,6760,248.0,1
@MAEVEWORLDS,Followers,182,185,3.0,1
@MAEVEWORLDS,Following,177,181,4.0,1
@MBjegovic,Following,181,122,-59.0,2
@MD4U,Followers,2458,2448,-10.0,1
@MD4U,Following,1626,1625,-1.0,1
@MDHOSSA03725296,Followers,13,14,1.0,5
@MENAFN,Followers,1975,1973,-2.0,6
@MH2025_Official,Bio,Domain investor | Digital assets  | Cat lover  | Sometimes miss the laid-back vibe of the 90s/2000s  | Exploring the digital world  | Let’s connect,Domain investor | Digital assets  | Dad| Cat lover  | Sometimes miss the laid-back vibe of the 90s/2000s  | Exploring the digital world  | Let’s connect,5.0,1
@MH2025_Official,Followers,200,354,154.0,6
@MH2025_Official,Following,613,937,324.0,6
@ML_Chem,Followers,4836,4881,45.0,7
@MMFallenHeroes,Followers,128,126,-2.0,2
@MREXKO,Followers,410,447,37.0,6
@MREXKO,Following,1270,1309,39.0,6
@MShamsaldeen,Followers,349,347,-2.0,2
@MShamsaldeen,Following,246,246,0.0,2
@MTVEnglishNews,Following,217,218,1.0,1
@M_6sf,Followers,227,237,10.0,4
@M_6sf,Following,152,154,2.0,2
@Maahokgit,Bio,Web App Dev  Mental Health Advocate  Volunteer First Responder  Biker  Cat Dad,"Web App Dev
 Mental Health Advocate
 Volunteer First Responder
 Biker
 Cat Dad",0.0,1
@Maahokgit,Followers,2926,2942,16.0,6
@Maahokgit,Following,293,295,2.0,3
@MacKayHannah,Followers,1751,1744,-7.0,4
@MacKayHannah,Following,2603,2598,-5.0,4
@MaceNewsMacro,Followers,2819,2831,12.0,6
@MacroMindGames,Followers,52,47,-5.0,1
@MacroMindGames,Following,54,55,1.0,1
@Madhu_Kemwal,Followers,3,2,-1.0,2
@Madhu_Kemwal,Following,15,16,1.0,1
@MadhusudanAch12,Bio,"Politics, Entertainment, Economics, History","Global Updates, Politics and Legal Cases",-3.0,1
@MadhusudanAch12,Followers,84,113,29.0,7
@MadhusudanAch12,Following,358,490,132.0,8
@MahalaxmiRaman,Followers,1535,1629,94.0,8
@MahalaxmiRaman,Following,313,331,18.0,6
@Mahfuzul2002,Followers,1408,1456,48.0,6
@Mahfuzul2002,Following,5101,5135,34.0,5
@MailMyStatement,Followers,5981,5975,-6.0,6
@MailMyStatement,Following,4803,4807,4.0,4
@MakhariaEdu,Following,84,83,-1.0,1
@MamaCassOFee,Followers,465,483,18.0,6
@MamaCassOFee,Following,1831,1851,20.0,7
@Manitowan,Followers,588,583,-5.0,6
@Manitowan,Following,506,506,0.0,2
@Mansaf000,Followers,1142,1226,84.0,6
@Mansaf000,Following,1417,1564,147.0,6
@MaqsoodAsi,Followers,6091,6100,9.0,8
@MaqsoodAsi,Following,86,82,-4.0,4
@Mar_Ex,Following,5646,5636,-10.0,5
@MarcStPierre59,Followers,18,17,-1.0,1
@MarciSpeaks,Followers,601,611,10.0,6
@MarciSpeaks,Following,205,221,16.0,6
@Marcin_34m,Followers,202,198,-4.0,1
@MarcoteMid40126,Followers,570,724,154.0,5
@MarcoteMid40126,Following,1564,26,-1538.0,5
@MargaCirce,Followers,1661,1662,1.0,5
@MargaCirce,Following,4226,4230,4.0,6
@Margeaux_99,Followers,8959,8983,24.0,8
@Margeaux_99,Following,8450,8460,10.0,8
@MargotDonald,Followers,278,275,-3.0,5
@MargotDonald,Following,818,817,-1.0,1
@MarinelaPavleti,Followers,714,699,-15.0,6
@Mariusz_w36,Followers,656,646,-10.0,6
@Mariusz_w36,Following,300,306,6.0,1
@Mark_Astrology,Followers,4260,4369,109.0,8
@Mark_Astrology,Following,1928,2857,929.0,8
@MarketJournalX,Followers,2530,2627,97.0,7
@MarketJournalX,Following,1,2,1.0,1
@MarketsAcross,Bio,Wall Street Insight,Wall Street Insight,0.0,2
@MarketsAcross,Followers,58,59,1.0,4
@MarketsDotNews,Followers,9596,9617,21.0,7
@MaryAReed,Followers,5373,5395,22.0,7
@MaryAReed,Following,5723,5746,23.0,7
@Maryee,Followers,2730,2738,8.0,6
@Maryee,Following,3622,3623,1.0,6
@Masoud_km,Followers,524,821,297.0,1
@MatchesRSV,Followers,16,15,-1.0,3
@MatchesRSV,Following,95,96,1.0,1
@Mathematics_NT,Followers,12,18,6.0,3
@Mathematics_NT,Following,37,52,15.0,2
@MatsumuraKazuko,Followers,2066,2068,2.0,4
@MatsumuraKazuko,Following,1591,1590,-1.0,1
@MattRMan93,Followers,195,192,-3.0,6
@MattRMan93,Following,384,386,2.0,3
@Matthew78954477,Followers,812,863,51.0,7
@MatyasMon,Followers,1121,1122,1.0,1
@MatyasMon,Following,99,100,1.0,1
@MaureenCaster,Followers,71,68,-3.0,5
@MaureenHSulliv2,Followers,135,154,19.0,6
@MaureenHSulliv2,Following,109,117,8.0,5
@Mavros_Gatos1,Followers,16,21,5.0,5
@Mavros_Gatos1,Following,561,568,7.0,3
@Mb51082451,Followers,553,611,58.0,8
@Mb51082451,Following,98,99,1.0,1
@McWilliamsSBMI,Following,970,976,6.0,1
@MdRofiq44286170,Followers,243,254,11.0,4
@MdRofiq44286170,Following,435,436,1.0,1
@Melietcetera,Followers,3697,3758,61.0,6
@Melietcetera,Following,5084,5138,54.0,6
@Melikmedyadanis,Followers,54,62,8.0,6
@Melikmedyadanis,Following,41,46,5.0,4
@MenaToday1,Followers,176,185,9.0,4
@MenaToday1,Following,130,133,3.0,2
@MergedMatches,Followers,6,8,2.0,4
@MergedMatches,Following,134,143,9.0,7
@MeriemVerges,Followers,3274,3379,105.0,7
@MeriemVerges,Following,2015,2030,15.0,5
@Messi92256247,Followers,205,211,6.0,6
@Messi92256247,Following,485,493,8.0,4
@MetalRabbit13,Followers,1700,1712,12.0,1
@MetalRabbit13,Following,5306,5328,22.0,1
@MetalRabbit13X,Followers,245,274,29.0,6
@MetalRabbit13X,Following,920,949,29.0,5
@MichaelPer22289,Followers,46,42,-4.0,5
@MichaelPer22289,Following,162,163,1.0,3
@MicrobesInfo,Followers,1811,1818,7.0,5
@MicrobesInfo,Following,513,512,-1.0,1
@MiddxMinxx,Followers,813,813,0.0,4
@MiddxMinxx,Following,185,184,-1.0,3
@MikeABarden,Followers,504,907,403.0,7
@MikeABarden,Following,71,70,-1.0,1
@Mike_ValueInv,Followers,376,470,94.0,1
@MiloX_Viral,Followers,256,289,33.0,7
@Misesman1,Followers,1715,1736,21.0,1
@Misesman1,Following,2971,3016,45.0,1
@Mitchal011,Bio,"Countries Combat zone newsIf you would like to Support my Coverage of #Russia, Ukraine,NATO, Israel and Iran  Strikes or any of my other Content, kindly follow",Update on global conflicts and tensions,-120.0,1
@Mitchal011,Followers,86,117,31.0,1
@Mitchal011,Following,76,86,10.0,1
@Mizuholuxe,Followers,25,25,0.0,2
@Mizuholuxe,Following,65,66,1.0,1
@Mlehman99,Followers,557,581,24.0,4
@Mlehman99,Following,832,837,5.0,4
@MoboKey,Followers,129,131,2.0,5
@MoeSatKhinn,Followers,1697,1726,29.0,1
@MoeSatKhinn,Following,147,148,1.0,1
@Mohammad_bursa,Followers,1143,1140,-3.0,1
@Mohammad_bursa,Following,876,873,-3.0,1
@MolanaHamed,Followers,33,34,1.0,1
@MolanaHamed,Following,52,53,1.0,1
@MollyRibeli,Followers,543,1053,510.0,1
@MollyRibeli,Following,121,296,175.0,1
@MonicaSager3,Bio,"Reporter, formerly at 
@newsweek
, 
@eagletrib
 || All opinions are my own || Education: 
@ClarkUniversity
 @MedillSchool","Managing Editor of The Swampscott Tides, formerly at 
@newsweek
, 
@eagletrib
 || All opinions are my own || Education: 
@ClarkUniversity
 @MedillSchool",31.0,1
@MonicaSager3,Followers,1406,1414,8.0,4
@MonicaSager3,Following,524,514,-10.0,2
@MoniifyBusiness,Bio,"Your go-to space for business, tech & finance updates in emerging markets.","Markets | Crypto | AI | Real Estate | Tech | Luxury
 partnerships@moniify.com",3.0,1
@MoniifyBusiness,Followers,4047,4282,235.0,1
@MoniifyBusiness,Following,35,30,-5.0,1
@MontelCannabis,Followers,590,601,11.0,1
@MontelCannabis,Following,2969,2967,-2.0,1
@Motor_City_DET,Followers,1844,1937,93.0,6
@Motor_City_DET,Following,867,907,40.0,6
@MoustiWFP,Followers,426,428,2.0,3
@MrGoMario,Followers,212,221,9.0,5
@MrGoMario,Following,302,316,14.0,2
@MrSpiritsRaven,Bio,"We Work In The Dark To Serve The Light. 
We Are Legion. We Do Not Forgive. We Do Not Forget. Expect Us.  Free #PalestineGaza #SaveAfrica","We Work In The Dark To Serve The Light. 
We Are Legion. We Do Not Forgive. We Do Not Forget. Expect Us. ‍ Free #PalestineGaza #SaveAfrica",1.0,1
@MrSpiritsRaven,Followers,7359,7353,-6.0,7
@MrSpiritsRaven,Following,7289,7238,-51.0,8
@MrStealth27,Bio,Finance+Crypto+Life Insights | Random thoughts | A Dash of Humor | Not Your Advisor—Trade at Your Own Risk #Crypto #stocks,Finance+Crypto+Life Insights | Random thoughts | A Dash of Humor | Not Your Advisor—Trade at Your Own Risk #Crypto #Stocks #Bitcoin,9.0,1
@MrStealth27,Followers,1029,673,-356.0,8
@MrStealth27,Following,344,345,1.0,3
@MrValencia24,Followers,6642,6631,-11.0,1
@MrValencia24,Following,238,240,2.0,1
@MrsLicholai,Followers,38,42,4.0,5
@MrsLicholai,Following,62,64,2.0,2
@MrsYamat1,Followers,88,90,2.0,4
@MsEllieGeary,Followers,567,568,1.0,1
@MsEllieGeary,Following,686,692,6.0,1
@MsPacNWer,Bio,"IF I BLOCK YOU, YOU EVIDENCED AS A KREMLIN T.O.C. DISINFO ASSet. RU wh0re porn accts reported to FBI for sex trafficking. 

#StopRussianGlobalTerrorism","IF I BLOCK YOU, YOU EVIDENCED AS A KREMLIN T.O.C. DISINFO ASSet. RU wh0re porn accts reported to FBI for sex trafficking. #StopRussianGlobalTerrorism",-2.0,1
@MsPacNWer,Followers,2410,2414,4.0,5
@MsPacNWer,Following,5705,5760,55.0,6
@Muhamma48493081,Bio,"Journalist. Views r my own & not my organization's. I own RTs. Past: TrimFeed, Amu TV, Hum News, GNN, Hum Pashto one news and 
@ForsigeNews","Journalist. Views r my own & not my organization's. I own RTs. Past: TrimFeed, Amu TV, Hum News, GNN, Hum Pashto one news and ForsigeNews",-2.0,1
@Muhamma48493081,Followers,173,178,5.0,4
@Muhamma48493081,Following,137,161,24.0,2
@MukomaIcho,Followers,505,506,1.0,1
@MukomaIcho,Following,66,65,-1.0,1
@MummyFever,Following,8980,8985,5.0,5
@MutzUk,Followers,258,258,0.0,2
@MutzUk,Following,429,428,-1.0,1
@MyConsTracker,Followers,17,18,1.0,1
@MyConsTracker,Following,31,32,1.0,1
@MySoctr,Followers,5261,5339,78.0,7
@My_My_Johnson,Followers,391,508,117.0,7
@My_My_Johnson,Following,168,175,7.0,3
@Myopinion2cents,Followers,2773,2812,39.0,6
@Myopinion2cents,Following,3520,3541,21.0,4
@Mystime,Followers,208,207,-1.0,8
@NBAPlayersHigh,Followers,489,496,7.0,4
@NB_Dudeness,Followers,1293,1313,20.0,7
@NB_Dudeness,Following,1779,1773,-6.0,5
@NCHH,Followers,2974,2971,-3.0,6
@NCHH,Following,1729,1725,-4.0,2
@NCThirdAge,Followers,419,425,6.0,6
@NCThirdAge,Following,1019,1052,33.0,6
@NEWLEWL,Followers,13,13,0.0,3
@NFIDVaccines,Followers,9043,9024,-19.0,7
@NFIDVaccines,Following,4495,4493,-2.0,6
@NFJShane,Followers,1461,1464,3.0,3
@NFJShane,Following,1681,1679,-2.0,2
@NH_India,Following,346,349,3.0,3
@NLJacky,Followers,172,192,20.0,6
@NLJacky,Following,618,639,21.0,5
@NORTHSTAR112025,Followers,58,57,-1.0,6
@NORTHSTAR112025,Following,455,455,0.0,2
@NWO4LYFE666CCP,Followers,581,597,16.0,5
@NWO4LYFE666CCP,Following,1613,1626,13.0,3
@Na_So_Nicht,Followers,445,454,9.0,5
@Na_So_Nicht,Following,119,118,-1.0,1
@Najeeb_Elum,Followers,199,203,4.0,4
@Najeeb_Elum,Following,37,40,3.0,1
@Natalie49229738,Followers,1630,1640,10.0,6
@Natalie49229738,Following,3827,3840,13.0,7
@NaveenSankarS,Following,312,239,-73.0,4
@Navroze_India,Followers,7,8,1.0,2
@NawahBlog,Followers,49,87,38.0,1
@NawahBlog,Following,43,57,14.0,1
@Nawaiwaqt_,Following,315,316,1.0,1
@Ncubekhan,Followers,1553,1569,16.0,1
@Ncubekhan,Following,1344,1357,13.0,1
@NdidiUwechue,Followers,1249,1246,-3.0,8
@NdidiUwechue,Following,324,329,5.0,4
@Nellyjr80,Following,3549,3550,1.0,1
@NerdyAlh85,Followers,1718,2114,396.0,6
@NerdyAlh85,Following,448,489,41.0,5
@NeronSignals,Followers,502,531,29.0,1
@NewIndiaAbroad,Followers,831,867,36.0,6
@NewIndiaAbroad,Following,2,3,1.0,1
@News247Global,Followers,348,359,11.0,4
@News247Global,Following,269,278,9.0,3
@News9Tweets,Following,95,96,1.0,1
@NewsCafe_eu,Followers,152,159,7.0,6
@NewsCafe_eu,Following,617,616,-1.0,2
@NewsContinuous,Followers,384,387,3.0,4
@NewsMasonApp,Followers,46,49,3.0,3
@NewsMedical,Following,3833,3832,-1.0,4
@NewsNetworkAll,Followers,605,606,1.0,6
@NewsRamp_Alerts,Followers,2273,2271,-2.0,5
@NewsUkraineRBC,Followers,1316,1328,12.0,6
@NewsX,Following,264,265,1.0,1
@Newskarnataka,Followers,5999,6030,31.0,1
@Newskarnataka,Following,1811,1815,4.0,1
@Newzjunkie_,Followers,587,586,-1.0,5
@Newzjunkie_,Following,497,495,-2.0,3
@NextGenSEU,Followers,23,21,-2.0,1
@NezirEurope,Followers,157,158,1.0,1
@NicholasMaiurro,Followers,56,57,1.0,1
@NicolaPatters17,Followers,409,408,-1.0,1
@Nida1280,Followers,196,188,-8.0,6
@Nida1280,Following,210,208,-2.0,3
@Nights_Page,Following,20,21,1.0,1
@NikkiS_MCSFS,Followers,1203,1201,-2.0,4
